団体コード,都道府県名,市区町村名,0～4歳,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85～89,90～94,95～99,100歳以上
122220,千葉県,我孫子市,4199,4969,5745,6278,6461,5552,6098,7241,9077,11457,9932,7937,7201,8719,10351,9540,6117,3419,1452,393,45
122238,千葉県,鴨川市,911,1011,1199,1394,1645,1390,1342,1451,1866,2130,1977,1833,2124,2710,2975,2426,1842,1393,776,250,28
122246,千葉県,鎌ケ谷市,3759,4533,4765,5020,5388,5380,5821,6621,7981,9811,7893,6269,5692,7097,8431,7376,4649,2355,862,219,32
122254,千葉県,君津市,2656,2931,3266,3948,4147,4423,4271,4416,5086,6154,5494,5272,5624,6684,6290,5647,3671,2475,1109,279,42
122262,千葉県,富津市,1014,1328,1528,1743,1918,1813,1809,2043,2432,3069,2816,2951,3122,3886,4065,3378,2474,1608,829,218,25
122271,千葉県,浦安市,6788,7258,8193,9449,12846,12841,11051,11638,12917,15508,14180,10351,7470,7995,8545,6213,3771,1981,937,205,32
122289,千葉県,四街道市,3986,4390,4367,4432,4306,4239,5019,5854,6869,8167,6438,5097,4602,5890,7442,6664,4021,2044,787,202,27
122297,千葉県,袖ケ浦市,2937,2904,2880,3044,2972,3278,3894,4164,4627,5134,4079,3528,3805,4720,4640,3573,2082,1319,584,158,26
122301,千葉県,八街市,1746,2180,2671,3295,3555,3345,3433,3528,4112,5320,5256,5071,5245,6040,5666,4280,2533,1390,661,162,20
122319,千葉県,印西市,5475,5845,5210,5153,4784,4419,6329,7451,7757,7541,6432,6636,7192,7486,6228,4064,2575,1836,870,194,36
122327,千葉県,白井市,2282,3106,3624,3356,2835,2478,2929,3765,5025,5598,4318,3610,3727,4379,4693,3740,2097,1110,501,138,13
122335,千葉県,富里市,1651,1874,1998,2234,2659,2763,3026,3234,3526,4089,3237,2895,3275,4227,4056,2735,1453,823,369,113,8
122343,千葉県,南房総市,760,1110,1284,1354,1050,970,1061,1532,1876,2298,2197,2311,2820,3668,4029,3355,2514,1934,1133,371,57
122351,千葉県,匝瑳市,962,1279,1436,1579,1472,1385,1577,1925,2230,2566,2264,2435,2642,3060,2985,2196,1773,1395,715,219,24
122360,千葉県,香取市,1879,2351,2762,3223,3169,2902,3424,3763,4387,5221,4692,5160,5577,6806,6444,4941,4032,2810,1563,387,44
122378,千葉県,山武市,1267,1525,1825,2161,2204,2171,2190,2565,2909,3608,3552,3604,4078,4645,4390,3409,2367,1634,810,220,42
122386,千葉県,いすみ市,926,1181,1277,1377,1291,1117,1381,1806,2102,2461,2304,2427,2861,3370,3673,3017,2262,1651,937,221,23
122394,千葉県,大網白里市,1435,1796,2013,2160,2166,2070,2251,2638,3105,3482,3318,3369,3774,4180,4146,3113,2059,1291,667,145,22
123200,千葉県,印旛郡,1002,1283,1521,1823,2273,1658,1860,2260,2647,3011,2372,2232,2934,4041,4092,2883,1767,944,449,133,27
123226,千葉県,印旛郡酒々井町,555,673,887,1058,1444,901,945,1124,1453,1782,1214,988,1079,1596,1915,1558,893,415,181,48,14
123293,千葉県,印旛郡栄町,447,610,634,765,829,757,915,1136,1194,1229,1158,1244,1855,2445,2177,1325,874,529,268,85,13
123404,千葉県,香取郡,877,1084,1206,1427,1458,1378,1555,1615,1981,2247,2183,2177,2648,3142,2921,2286,1872,1374,743,205,29
123421,千葉県,香取郡神崎町,155,178,201,280,257,240,254,277,371,415,465,431,447,499,462,408,334,196,119,32,3
123471,千葉県,香取郡多古町,370,455,482,547,671,620,682,672,813,901,932,942,1148,1304,1157,924,814,666,347,86,11
123498,千葉県,香取郡東庄町,352,451,523,600,530,518,619,666,797,931,786,804,1053,1339,1302,954,724,512,277,87,15
124001,千葉県,山武郡,1125,1469,1707,1888,1966,1751,1963,2262,2732,3207,2964,3019,3450,4157,4215,3211,2378,1849,933,238,38
124036,千葉県,山武郡九十九里町,296,413,507,573,646,566,594,689,933,1087,1071,997,1223,1511,1578,1172,844,589,297,79,15
124095,千葉県,山武郡芝山町,169,227,276,296,318,330,353,353,445,493,466,505,554,626,565,476,318,311,135,33,6
124109,千葉県,山武郡横芝光町,660,829,924,1019,1002,855,1016,1220,1354,1627,1427,1517,1673,2020,2072,1563,1216,949,501,126,17
124206,千葉県,長生郡,1524,1962,2153,2418,2384,2080,2394,2887,3639,4076,3786,3740,4428,5391,5581,4188,3083,2219,1215,304,50
124214,千葉県,長生郡一宮町,430,543,542,553,516,453,529,706,960,976,786,705,791,896,1022,813,574,411,209,59,6
124222,千葉県,長生郡睦沢町,179,240,246,260,246,223,299,332,420,400,404,415,517,683,697,532,360,286,174,42,9
124231,千葉県,長生郡長生村,338,457,567,685,729,538,559,695,895,1042,987,933,905,1180,1262,948,660,454,233,56,10
124249,千葉県,長生郡白子町,251,356,379,371,392,370,464,520,631,732,732,690,865,1085,1133,915,588,413,227,61,7
124265,千葉県,長生郡長柄町,160,175,200,264,250,225,264,283,376,467,405,489,628,697,712,442,389,275,138,33,8
124273,千葉県,長生郡長南町,166,191,219,285,251,271,279,351,357,459,472,508,722,850,755,538,512,380,234,53,10
124401,千葉県,夷隅郡*,331,431,474,593,498,441,488,648,817,939,964,1012,1262,1653,1776,1397,1110,806,537,159,25
124419,千葉県,夷隅郡大多喜町,195,269,287,371,311,267,304,397,466,504,541,603,744,890,831,632,533,431,303,88,13
124435,千葉県,夷隅郡御宿町*,136,162,187,222,187,174,184,251,351,435,423,409,518,763,945,765,577,375,234,71,12
124605,千葉県,安房郡,133,165,210,275,237,206,213,295,369,416,426,492,598,754,864,699,540,434,245,70,10
124630,千葉県,安房郡鋸南町,133,165,210,275,237,206,213,295,369,416,426,492,598,754,864,699,540,434,245,70,10
131016,東京都,千代田区,3231,3043,2608,2133,3286,5421,5751,6038,6087,5803,4822,3885,2721,2448,2808,2151,1664,1190,633,177,42
131024,東京都,中央区,9925,7658,5329,4208,6000,11855,15766,17506,17645,17080,13798,9999,6647,5841,6386,4985,3747,2454,1171,308,53
131032,東京都,港区,14343,12101,9296,7355,10191,17490,21368,24492,25402,25310,21312,16117,11551,10253,11324,8602,6423,4450,2165,720,114
131041,東京都,新宿区,12019,10178,8966,11429,26848,33733,31365,29747,28249,28739,24258,19684,15649,15314,16902,13518,10369,6871,3419,1041,154
131059,東京都,文京区,10310,9678,8212,7883,13654,17958,18014,18660,19344,19202,16240,13347,10391,10009,10583,8377,6494,4658,2284,695,121
131067,東京都,台東区,7033,6000,5391,5877,9953,16154,16695,16885,17038,18048,15197,12050,9964,10476,11657,9501,7071,4629,2075,644,93
131075,東京都,墨田区,11001,9162,8582,8972,13940,23131,23322,22436,21889,23195,19576,15646,12925,14277,14981,13049,9591,5873,2615,633,100
131083,東京都,江東区,23480,22913,20493,19215,24095,32240,36824,41783,44699,49023,40046,29987,24710,27224,29153,24236,16796,9787,3932,1051,148
131091,東京都,品川区,18283,15504,13263,12173,19098,31067,35094,35481,34664,35227,29179,22611,18247,18795,20695,16694,12050,8375,3937,1097,170
131105,東京都,目黒区,11315,10657,9316,8879,14200,21460,23761,25174,25317,24707,21458,17257,12753,11955,13618,11065,8281,6170,3090,889,152
131113,東京都,大田区,27690,26548,25782,27373,44998,56071,52928,52935,55406,62478,55161,44561,36452,38426,42078,34613,24797,16118,7604,2171,303
131121,東京都,世田谷区,36365,37465,34832,34943,53234,63240,64827,71865,77877,80871,72949,59309,45465,41356,45019,36105,27942,20185,10275,2911,451
131130,東京都,渋谷区,9488,7905,6626,6406,10835,18058,20615,22483,21800,20599,17676,13812,10479,9783,10562,8296,6448,4659,2335,672,134
131148,東京都,中野区,11477,9705,8476,10254,22987,32528,30790,28956,27449,26991,23456,19066,15207,15287,16415,13347,10367,7585,3648,1094,149
131156,東京都,杉並区,21860,19905,18393,19698,34839,47488,46372,46382,46151,47954,42338,35006,28156,26722,28866,23365,17881,13350,6952,2064,376
131164,東京都,豊島区,9880,8661,7661,9314,22342,28475,26187,24045,23452,23223,19981,16235,13355,13327,14440,11422,8490,5869,2924,829,134
131172,東京都,北区,13951,12137,10665,11983,20558,27656,27861,26962,26746,27791,23395,19674,17127,19320,21349,18224,13861,9188,4155,1126,179
131181,東京都,荒川区,8648,8283,7781,8324,12403,15940,15974,16189,17249,17965,15087,12520,10626,11650,12476,10322,7946,4876,2190,594,103
131199,東京都,板橋区,21303,21017,19630,21766,36696,44279,40764,41794,43249,46631,40086,33854,28591,30841,32907,27128,20043,13075,5937,1522,244
131202,東京都,練馬区,29337,29533,29130,32138,45788,51411,50626,52601,55094,61581,56781,47380,37544,35602,37544,32594,26063,18039,8239,2075,335
131211,東京都,足立区,25023,26712,27196,29300,38672,44524,42504,44810,50352,60030,53298,42613,34886,37863,41735,38826,28703,16567,6015,1440,229
131229,東京都,葛飾区,17826,18119,17798,19145,26021,29274,29613,30841,33707,39141,35012,29651,24628,25890,27492,24040,18536,11694,4786,1176,160
131237,東京都,江戸川区,29360,29963,30279,33461,43608,46068,45504,48193,52670,62451,55975,42838,32225,33987,36965,32756,23809,13385,5117,1272,193
132012,東京都,八王子市,18453,22150,24369,28256,36681,28330,28065,32253,38531,46401,41625,35096,31001,35655,38842,32988,22485,13470,6015,1556,258
132021,東京都,立川市,7257,7462,7435,8112,10535,11218,11139,12104,13671,15785,13807,11153,9244,10373,11313,9752,6969,4348,1860,474,79
132039,東京都,武蔵野市,6011,5947,5470,5414,8321,9948,10362,11138,11681,12256,10884,9246,7606,7218,7914,6309,4819,3742,1896,594,95
132047,東京都,三鷹市,7641,8240,7806,7948,11191,11704,11935,13730,14829,16197,14705,12012,9392,9293,9932,8313,6247,4465,2187,603,91
132055,東京都,青梅市,3870,4743,5533,6330,6519,6093,6140,7098,8453,10872,9844,8969,8340,9956,10172,8655,5693,3513,1671,484,83
132063,東京都,府中市,10649,11813,11620,12483,15373,14794,15395,17645,20002,23040,20752,16599,13073,13231,14159,11868,8677,5735,2593,637,94
132071,東京都,昭島市,4467,4822,4772,5049,5511,5961,6549,7309,8260,9337,8288,6986,6452,7253,7629,6180,4390,2674,1133,319,56
132080,東京都,調布市,10158,10040,9542,9920,14058,15047,15298,17323,18728,20830,18611,15134,11480,11525,12183,10407,8080,5596,2375,625,94
132098,東京都,町田市,14996,18022,20054,21881,22715,18981,20522,24936,30583,37800,33703,26584,22819,25110,28513,25895,18531,11117,4607,1240,212
132101,東京都,小金井市,5378,5009,4624,5212,7824,8425,8451,8877,9088,9498,9345,8228,6487,6187,6351,4905,3820,2816,1363,367,51
132110,東京都,小平市,8425,8806,8274,9348,12399,10857,11305,12838,14086,15806,14796,12658,10220,10235,10672,9232,7281,4848,2148,548,87
132128,東京都,日野市,7510,7996,7952,8821,10717,10410,10845,12218,13531,15864,14292,11125,8922,10111,11308,10337,7266,4643,1927,495,56
132136,東京都,東村山市,5413,6100,6547,6966,7941,7342,7944,9091,10391,12864,11620,10045,8587,8959,9587,8567,6590,4331,1824,463,83
132144,東京都,国分寺市,5256,5086,5071,5449,7814,8270,8219,8351,9244,10260,9773,8428,6592,6131,6532,5458,4301,3114,1411,351,59
132152,東京都,国立市,2780,2915,2987,3535,4790,4545,4285,4799,5284,6146,6407,5679,4372,4284,4327,3484,2738,1817,870,197,39
132187,東京都,福生市,1885,1988,2068,2517,3683,3653,3240,3407,3735,4500,4403,3850,3626,3811,3692,3091,2170,1456,634,180,28
132195,東京都,狛江市,3572,3316,2995,3208,4749,5076,5264,6035,6384,6828,6496,5177,4230,4119,4812,4192,3299,2250,974,249,32
132209,東京都,東大和市,3352,3734,3876,4019,4144,3966,4341,5074,5942,7136,6656,5487,4555,5086,5687,5203,3806,2210,809,191,27
132217,東京都,清瀬市,2663,2999,3308,3619,3888,3441,3767,4285,5051,6351,5599,4721,3885,4513,4796,4507,3768,2294,905,233,43
132225,東京都,東久留米市,4406,4837,4879,5448,5802,5276,5844,6806,7939,9611,8845,7634,6417,7101,7958,7257,5655,3477,1335,350,39
132233,東京都,武蔵村山市,2790,3298,3877,3958,3643,3260,3661,4210,5238,6458,5342,4104,3564,4413,4891,4437,2933,1583,553,146,23
132241,東京都,多摩市,5096,5955,6207,6315,7754,6896,7544,9384,10964,12503,10881,8931,8050,9785,11447,9573,6205,3492,1414,374,53
132250,東京都,稲城市,4193,4543,4648,4790,4941,4590,5253,5906,7053,8418,7552,5665,4515,4695,5143,4357,2861,1605,617,171,24
132276,東京都,羽村市,1917,2336,2551,2835,3018,2756,2748,3194,3924,4794,4268,3522,3046,3427,3717,3207,2177,1220,518,153,26
