団体コード,都道府県名,市区町村名,0～4歳,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85～89,90～94,95～99,100歳以上
222054,静岡県,熱海市,575,763,896,1054,1376,1139,1058,1179,1589,2311,2390,2358,2486,3337,4163,3902,2897,1951,905,247,31
222062,静岡県,三島市,3809,4703,5030,5251,4902,4777,5336,6024,7518,8814,7912,6963,6564,7602,7910,6853,4728,3012,1339,361,37
222071,静岡県,富士宮市,4579,5626,6267,6504,6327,5899,6787,7785,8864,10489,8873,7884,8296,9807,9538,7772,5231,3461,1759,483,68
222089,静岡県,伊東市,1487,2002,2337,2732,2291,1997,2320,2655,3589,4872,4698,4248,4428,6089,7460,6559,4405,2647,1247,357,67
222097,静岡県,島田市,3631,4271,4415,4581,4282,4298,5062,5662,6239,7052,6094,5993,6366,7088,7282,5933,4489,3266,1726,480,72
222101,静岡県,富士市,9190,10667,11659,12589,12211,12185,13252,14697,16912,20360,18340,16186,15585,17029,17163,14802,10423,6348,2860,797,99
222119,静岡県,磐田市,6536,7648,8056,8115,8065,8562,9221,10607,11826,12721,10432,9971,10516,12119,12132,9310,6449,4538,2296,605,93
222127,静岡県,焼津市,4844,5744,6397,6862,6743,6463,7134,7799,9537,10618,9501,8618,8442,9664,10406,8616,5915,3834,1780,456,62
222135,静岡県,掛川市,4934,5590,5592,5594,5387,5665,6953,7652,8293,8358,7208,7191,7663,8507,7640,5642,4360,3184,1814,517,60
222143,静岡県,藤枝市,5290,6666,6658,6944,6334,6002,7020,8658,10142,10914,9386,8628,9096,10499,10777,8926,6084,4128,1903,539,68
222151,静岡県,御殿場市,3586,4006,4352,4800,4755,4786,5041,5860,6433,7108,5912,5014,4877,5571,5166,4313,3153,2199,1001,282,37
222160,静岡県,袋井市,4014,4439,4578,4417,4491,4839,5574,6146,6494,6688,5441,4926,5434,5746,5325,3883,2771,1942,1033,293,47
222194,静岡県,下田市,454,618,717,790,702,625,728,838,1119,1437,1420,1448,1538,1832,2169,1905,1313,937,472,148,20
222208,静岡県,裾野市,2175,2392,2408,2516,2460,2650,3062,3397,3649,3933,3254,3045,3010,3595,3522,2785,1852,1155,529,131,32
222216,静岡県,湖西市,1988,2522,2721,3086,3039,2957,3223,3657,4185,4753,4186,3573,3434,4055,4244,3293,2225,1499,777,216,23
222224,静岡県,伊豆市,676,831,1035,1227,1182,1045,1077,1266,1580,1905,2046,2073,2260,2811,2900,2361,1777,1302,731,230,45
222232,静岡県,御前崎市,1132,1336,1416,1610,1484,1529,1710,1800,2112,2359,1934,2046,2263,2483,2412,1630,1295,1001,573,154,26
222241,静岡県,菊川市,2167,2295,2405,2370,2329,2548,3008,3208,3473,3383,2758,2722,2981,3421,3218,2280,1744,1273,760,227,28
222259,静岡県,伊豆の国市,1535,1913,2061,2205,2157,2089,2111,2454,3186,3679,3233,2962,2979,3734,4099,3312,2265,1480,768,213,41
222267,静岡県,牧之原市,1446,1863,1995,2041,2131,2092,2405,2563,2921,3129,2758,2943,3376,3512,3282,2429,1979,1568,882,261,47
223000,静岡県,賀茂郡*,767,1109,1352,1577,1307,1033,1173,1498,1963,2687,2561,2497,2924,4194,4524,3950,2876,2056,1155,329,44
223018,静岡県,賀茂郡東伊豆町,191,297,350,433,485,333,330,416,542,811,823,757,810,1198,1388,1232,845,526,245,62,12
223026,静岡県,賀茂郡河津町*,177,241,288,295,205,193,258,300,386,482,437,447,444,691,696,603,428,320,193,48,9
223042,静岡県,賀茂郡南伊豆町*,169,255,284,308,208,176,211,316,390,547,482,437,574,883,903,744,517,384,255,75,16
223051,静岡県,賀茂郡松崎町*,129,157,196,253,177,142,179,221,298,377,386,408,530,632,683,592,467,378,199,68,2
223069,静岡県,賀茂郡西伊豆町,101,159,234,288,232,189,195,245,347,470,433,448,566,790,854,779,619,448,263,76,5
223204,静岡県,田方郡,1337,1549,1553,1744,1532,1583,1881,2056,2570,2893,2590,2359,2280,2816,3134,2605,1655,963,488,133,18
223255,静岡県,田方郡函南町,1337,1549,1553,1744,1532,1583,1881,2056,2570,2893,2590,2359,2280,2816,3134,2605,1655,963,488,133,18
223409,静岡県,駿東郡,4178,4565,4652,4856,4552,4679,5483,6016,6975,7623,6742,5495,5057,5474,5530,4961,3560,2309,1154,291,42
223417,静岡県,駿東郡清水町,1185,1447,1550,1684,1652,1629,1705,1860,2302,2787,2504,1933,1745,1852,2011,1812,1338,800,389,90,12
223425,静岡県,駿東郡長泉町,2309,2331,2337,2377,1912,2227,2718,3079,3492,3617,3134,2482,2053,2231,2236,2140,1460,923,414,108,21
223441,静岡県,駿東郡小山町,684,787,765,795,988,823,1060,1077,1181,1219,1104,1080,1259,1391,1283,1009,762,586,351,93,9
224201,静岡県,榛原郡,1189,1433,1589,1803,1847,1857,1963,2099,2285,2466,2351,2309,2409,2573,2436,1961,1650,1201,625,187,20
224243,静岡県,榛原郡吉田町,1102,1277,1427,1569,1639,1650,1741,1884,2030,2182,1969,1846,1863,1967,1843,1415,1058,673,358,100,11
224294,静岡県,榛原郡川根本町,87,156,162,234,208,207,222,215,255,284,382,463,546,606,593,546,592,528,267,87,9
224600,静岡県,周智郡,554,730,805,850,783,746,951,1024,1040,1026,969,1189,1434,1544,1318,1058,870,753,441,138,20
224618,静岡県,周智郡森町,554,730,805,850,783,746,951,1024,1040,1026,969,1189,1434,1544,1318,1058,870,753,441,138,20
231002,愛知県,名古屋市,94632,96066,94918,98928,128674,142388,143757,152204,164234,188523,164031,142314,121034,130270,142967,120165,87768,56507,24751,6573,931
231011,愛知県,名古屋市千種区,6370,6979,6536,6570,9128,9218,9058,10626,11780,13545,11725,10062,8428,8959,9890,8018,6054,4289,1888,545,81
231029,愛知県,名古屋市東区,3464,3297,2801,2638,4354,5630,5945,6205,6343,6688,5740,4889,4170,4187,4670,3585,2621,1866,893,223,26
231037,愛知県,名古屋市北区,5883,5848,6072,6507,8208,9619,9637,9875,10870,12905,11536,10298,9185,10447,11535,9820,7477,4792,2124,519,76
231045,愛知県,名古屋市西区,5908,5807,5628,6086,8263,9662,9611,9828,10620,12452,10820,9184,7321,7996,8628,7788,6021,3761,1532,373,52
231053,愛知県,名古屋市中村区,4695,4362,4151,4524,8606,10678,9585,8973,9012,9809,8752,8137,7077,7826,8929,7671,5953,3804,1615,451,70
231061,愛知県,名古屋市中区,2977,2083,1944,2204,7365,10332,8654,7465,6743,6845,6082,4896,4147,4092,4291,3279,2489,1708,827,227,32
231070,愛知県,名古屋市昭和区,4647,4483,4087,4231,6840,7064,6885,7047,7299,8038,7161,6520,5657,5779,6123,5016,3823,2736,1381,413,56
231088,愛知県,名古屋市瑞穂区,4678,4675,4284,4402,5183,5974,6333,7095,7717,8532,7316,6840,5988,6422,7077,5768,4306,3025,1436,470,48
231096,愛知県,名古屋市熱田区,2390,2360,2214,2529,3637,4131,4232,4214,4543,5267,4503,4257,3869,4036,4296,3383,2580,1818,818,240,26
231100,愛知県,名古屋市中川区,8794,8848,9278,10163,12900,14260,13896,13882,15272,18238,15661,13584,11136,12262,13691,11973,8530,5194,2087,503,75
231118,愛知県,名古屋市港区,4997,5471,6470,6921,8405,8054,7941,8528,9573,11887,10434,9173,8213,9480,10201,8530,5944,3493,1403,360,42
231126,愛知県,名古屋市南区,4777,4882,5003,5458,7203,8143,7974,8139,8612,10268,9154,8622,8099,9062,10017,8453,6268,4125,1829,491,72
231134,愛知県,名古屋市守山区,8115,8736,8801,8559,8703,9068,10062,11559,13187,15233,12542,10103,8471,9600,10978,9456,6546,4126,1726,471,60
231142,愛知県,名古屋市緑区,12252,12842,12867,12841,12493,12927,14656,17096,19046,21359,17819,14803,12489,13360,14696,12274,8245,4801,2074,558,98
231151,愛知県,名古屋市名東区,7664,8492,7960,7956,8506,8332,9492,11148,12391,14225,12393,10277,8252,8440,9063,7296,5280,3521,1645,375,67
231169,愛知県,名古屋市天白区,7021,6901,6822,7339,8880,9296,9796,10524,11226,13232,12393,10669,8532,8322,8882,7855,5631,3448,1473,354,50
232017,愛知県,豊橋市,15191,17167,17919,19280,21231,19382,21062,23737,26526,30458,25648,22833,21472,23115,25047,19747,13582,8739,4055,1044,194
232025,愛知県,岡崎市,17451,19252,18933,19355,21077,21888,23972,26050,28343,31286,26179,22998,21305,23238,23785,18103,11968,7781,3721,965,141
232033,愛知県,一宮市,15007,17124,18602,19890,20003,18383,19738,22063,26788,32946,28524,23257,20147,23206,26110,23117,16446,9136,3668,944,129
232041,愛知県,瀬戸市,4580,5555,5994,6215,6130,5582,6225,7138,8926,10670,8904,8048,7331,8374,10032,8728,5747,3469,1437,393,49
232050,愛知県,半田市,4837,5246,5532,6394,6818,6847,7148,7255,8284,9837,8669,7728,6598,6897,7399,6122,4207,2667,1241,310,42
232068,愛知県,春日井市,13108,14354,14865,16050,16569,15808,17332,18827,22955,27465,21874,17295,14865,17980,21376,18589,12012,6458,2686,760,110
232076,愛知県,豊川市,7871,8740,8990,9568,9981,9675,10671,11427,13240,15248,12151,10890,10219,11388,12684,10179,6905,4258,2067,566,84
232084,愛知県,津島市,1768,2288,2809,3345,3577,2843,2606,3067,4158,5546,4732,4032,3444,4003,4658,4137,2811,1591,711,191,29
232092,愛知県,碧南市,3067,3377,3684,3933,4348,4500,4698,4614,4998,5640,5017,4355,3907,4262,4064,3578,2514,1721,770,202,28
232106,愛知県,刈谷市,7361,7352,7018,8015,9775,10962,10946,10856,11070,12481,10588,8607,6969,7740,8309,6394,4214,2571,1116,285,36
232114,愛知県,豊田市,16985,19539,20612,22261,26674,26653,26163,28234,29974,34143,28693,24089,22537,24793,27667,20790,12900,7537,3714,1025,162
232122,愛知県,安城市,8975,9551,9830,10440,11118,11734,12148,12800,13960,15965,13780,11092,9111,9988,10659,8191,5525,3402,1532,374,53
232131,愛知県,西尾市,7259,8362,8544,8806,9650,9340,10208,11063,11936,13305,11093,9985,9584,10862,11176,8494,6085,4159,1906,487,46
232149,愛知県,蒲郡市,2838,3248,3574,3764,4071,3932,4320,4441,5071,6066,5476,5187,4782,5091,5759,5051,3698,2490,1063,286,31
232157,愛知県,犬山市,2414,3043,3650,3779,4053,3384,3433,3966,5350,6274,5200,4164,3830,4645,5634,4991,3176,1841,831,201,25
232165,愛知県,常滑市,2635,3087,2996,2764,3218,3113,3599,3977,4361,4424,3657,3246,3116,3349,3685,3169,2393,1541,741,213,29
232173,愛知県,江南市,3748,4413,4789,5250,5051,4607,5058,5555,7049,8584,7458,6161,5312,6164,7090,6419,4277,2354,999,239,38
232190,愛知県,小牧市,5811,7017,7382,7999,9026,8796,8691,9323,11086,13186,10788,8644,7909,8989,10153,8574,5376,2806,1142,295,33
232203,愛知県,稲沢市,5333,6042,6153,6852,7138,6680,7194,8092,9473,11292,9543,8206,7587,8809,9677,8118,5476,3239,1363,372,63
232211,愛知県,新城市,1303,1751,1913,2130,2060,1751,2000,2452,2768,2880,2612,2898,3345,3855,3852,2960,2310,1863,979,296,51
232220,愛知県,東海市,5438,5874,5740,6277,7025,7408,7386,7667,8513,9347,7437,5965,5536,5904,6458,5692,3935,2273,920,232,31
232238,愛知県,大府市,4785,4943,4723,4913,5007,5813,6120,6590,7220,7986,6171,4667,3996,4626,5263,4515,2857,1614,698,215,39
232246,愛知県,知多市,3258,3823,4180,4321,4382,4075,4458,4964,6042,7157,5632,4837,4751,5644,6217,5356,3413,1789,814,188,30
232254,愛知県,知立市,3378,3367,3339,3687,4235,5121,5241,5103,5275,6141,5281,4327,3485,3446,3729,3030,2202,1288,525,142,21
232262,愛知県,尾張旭市,3420,3932,4245,4377,4169,3811,4211,5114,6168,7482,5975,5034,4350,4935,5695,4888,3119,1875,794,189,39
232271,愛知県,高浜市,2324,2515,2715,2726,3069,3311,3470,3504,3691,3998,3364,2909,2291,2261,2262,1874,1454,925,378,94,20
232289,愛知県,岩倉市,2095,1954,2029,2209,2421,2776,3076,3054,3396,4171,3465,2880,2439,2855,3116,2804,1820,1044,378,97,13
232297,愛知県,豊明市,2817,2905,3006,3468,3894,4018,4174,4164,4756,5731,4891,3986,3418,4068,4642,4101,2691,1501,608,145,25
232301,愛知県,日進市,4970,5162,4925,4773,5020,5015,5615,6573,7267,7911,6783,5175,4051,4150,4730,4228,2718,1580,672,200,21
232319,愛知県,田原市,2279,2719,2779,3046,3524,3085,3553,3731,3950,4257,3864,3908,4068,4288,4139,3227,2266,1831,1021,279,46
232327,愛知県,愛西市,1945,2348,2840,3442,3359,2654,2580,3040,4055,5441,4431,3838,3513,4173,5142,4501,3005,1693,801,216,23
232335,愛知県,清須市,3670,3355,3199,3072,3381,4229,4891,4893,5361,5643,4517,3749,3364,3860,4065,3504,2483,1450,602,144,21
232343,愛知県,北名古屋市,4166,4099,4195,4301,4431,4895,5353,5725,6648,7705,6052,4389,3683,4343,5613,5162,3220,1593,563,142,19
232351,愛知県,弥富市,1694,1866,2082,2254,2635,2601,2500,2750,3150,3702,2997,2628,2296,2614,2917,2587,1713,1002,501,104,23
232360,愛知県,みよし市,2909,3098,3388,4023,3892,3549,3758,3988,4384,5836,4920,3720,2713,2663,3071,2547,1484,816,310,69,7
232378,愛知県,あま市,3671,4050,4277,4707,4612,4430,4749,5406,6573,8116,6367,4919,4141,5029,6348,5597,3602,1781,679,155,16
232386,愛知県,長久手市,3615,3840,3428,3115,3278,3215,4036,4874,5215,5330,4127,3147,2507,2503,2611,2120,1310,765,353,75,16
233005,愛知県,愛知郡,2016,2314,2471,2600,2525,2112,2437,2897,3366,4027,3246,2303,1914,2246,2792,2312,1341,766,297,90,13
233021,愛知県,愛知郡東郷町,2016,2314,2471,2600,2525,2112,2437,2897,3366,4027,3246,2303,1914,2246,2792,2312,1341,766,297,90,13
233404,愛知県,西春日井郡,760,857,871,766,843,893,976,1122,1296,1354,1070,780,670,791,960,894,509,254,73,20,3
233421,愛知県,西春日井郡豊山町,760,857,871,766,843,893,976,1122,1296,1354,1070,780,670,791,960,894,509,254,73,20,3
233609,愛知県,丹羽郡,2706,2885,2849,3050,3204,3135,3380,3796,4251,4996,4138,3220,2720,3162,3824,3414,2310,1256,556,142,21
233617,愛知県,丹羽郡大口町,1257,1245,1213,1255,1439,1426,1485,1636,1755,1993,1656,1294,1066,1261,1437,1307,833,439,170,43,7
233625,愛知県,丹羽郡扶桑町,1449,1640,1636,1795,1765,1709,1895,2160,2496,3003,2482,1926,1654,1901,2387,2107,1477,817,386,99,14
234206,愛知県,海部郡,3277,3542,3663,3643,4265,4147,4345,4783,5741,6670,5473,4396,3771,4184,4773,3971,2609,1397,580,153,20
234249,愛知県,海部郡大治町,1610,1757,1762,1742,1803,1677,1877,2174,2702,3124,2481,1795,1431,1585,1928,1615,1022,465,163,47,8
234257,愛知県,海部郡蟹江町,1470,1560,1661,1689,2177,2210,2171,2316,2718,3198,2753,2356,2050,2262,2494,2119,1391,790,336,82,8
234273,愛知県,海部郡飛島村,197,225,240,212,285,260,297,293,321,348,239,245,290,337,351,237,196,142,81,24,4
234401,愛知県,知多郡,6372,7606,7550,8156,8732,7927,8697,9594,10865,12667,10780,9805,9033,10249,11635,9547,6543,3970,1770,474,67
234419,愛知県,知多郡阿久比町,1511,1919,1433,1248,1241,1158,1765,2098,2187,2167,1647,1452,1506,1670,2001,1602,1065,649,294,75,10
234427,愛知県,知多郡東浦町,2028,2327,2419,2611,2862,2704,2759,3024,3440,4194,3459,3053,2563,2967,3352,2811,1914,1079,463,124,15
234451,愛知県,知多郡南知多町,403,550,607,712,925,711,766,796,859,1089,1081,1296,1348,1521,1533,1219,1051,776,347,93,10
234460,愛知県,知多郡美浜町,612,789,901,1166,1235,955,922,1053,1347,1550,1533,1522,1480,1622,1738,1345,1019,631,325,80,16
234478,愛知県,知多郡武豊町,1818,2021,2190,2419,2469,2399,2485,2623,3032,3667,3060,2482,2136,2469,3011,2570,1494,835,341,102,16
235008,愛知県,額田郡,2280,2477,2318,2237,2302,2434,2877,3128,3192,3442,2622,2213,1943,2336,2363,1804,1137,763,389,103,18
235016,愛知県,額田郡幸田町,2280,2477,2318,2237,2302,2434,2877,3128,3192,3442,2622,2213,1943,2336,2363,1804,1137,763,389,103,18
235601,愛知県,北設楽郡*,184,243,259,305,262,211,257,337,328,425,407,535,691,884,837,720,777,664,410,130,26
235610,愛知県,北設楽郡設楽町*,86,128,132,161,130,128,129,182,171,225,224,284,367,460,435,395,423,349,208,66,18
235628,愛知県,北設楽郡東栄町*,76,98,87,100,94,65,99,113,124,142,137,191,231,309,306,244,269,221,154,46,6
235636,愛知県,北設楽郡豊根村*,22,17,40,44,38,18,29,42,33,58,46,60,93,115,96,81,85,94,48,18,2
242012,三重県,津市,10358,11581,12458,13071,14476,13291,14303,15713,18353,20947,18256,17304,16771,18353,19464,16442,12490,8873,4316,1111,173
242021,三重県,四日市市,12155,13235,13855,15428,16804,17731,17429,18588,21808,26132,21927,19454,16921,18535,20442,17409,11996,7504,3270,812,116
242039,三重県,伊勢市,4320,4998,5342,5977,5828,5267,6087,6623,7786,9235,8385,8110,8058,9010,9036,7974,6263,4495,2030,560,78
242047,三重県,松阪市,6033,6901,7392,7837,7611,7487,8461,9121,10734,12487,10857,10291,10183,11292,11231,9526,7200,5323,2687,704,119
242055,三重県,桑名市,5441,6475,6695,7200,7495,7125,7413,8694,10001,11489,9948,8703,8090,8909,9588,7835,5343,3479,1572,471,53
242071,三重県,鈴鹿市,7730,8835,9729,10740,10906,10344,10919,11869,14187,17398,14395,12474,10748,12189,13078,10653,6766,4322,2002,518,82
242080,三重県,名張市,2268,3261,3436,3601,3363,3287,3784,4604,5125,5546,4566,4715,5247,6457,7004,5058,3369,2157,1139,361,50
242098,三重県,尾鷲市,396,498,622,660,617,546,609,672,852,1066,1051,1106,1259,1509,1687,1713,1248,910,435,106,14
242101,三重県,亀山市,2088,2439,2413,2391,2370,2464,2946,3265,3533,3862,3014,2771,2952,3221,3334,2545,1834,1337,724,187,30
242110,三重県,鳥羽市,479,544,670,798,878,653,709,839,951,1060,1163,1366,1463,1689,1525,1288,1069,820,432,108,19
242128,三重県,熊野市,449,556,586,633,503,485,549,693,843,955,952,1089,1191,1459,1510,1478,1139,936,492,172,24
242144,三重県,いなべ市,1704,1899,2054,2417,2754,2522,2654,2668,3015,3316,2949,2771,2692,3006,3041,2489,1687,1186,673,181,33
242152,三重県,志摩市,1174,1454,1666,2050,1933,1571,1721,2055,2513,3344,3323,3638,3553,4159,4447,3803,3180,2268,1131,267,45
242161,三重県,伊賀市,2945,3395,3784,4127,4614,4539,4839,4936,5585,6073,5349,5485,5858,6899,6905,5636,4431,3396,1850,504,80
243001,三重県,桑名郡,150,184,276,272,372,302,262,356,402,470,384,447,375,543,532,422,283,144,54,25,2
243035,三重県,桑名郡木曽岬町,150,184,276,272,372,302,262,356,402,470,384,447,375,543,532,422,283,144,54,25,2
243205,三重県,員弁郡,1108,1222,1212,1208,1165,1178,1518,1665,1680,1792,1379,1408,1760,2161,2250,1513,830,536,255,73,5
243248,三重県,員弁郡東員町,1108,1222,1212,1208,1165,1178,1518,1665,1680,1792,1379,1408,1760,2161,2250,1513,830,536,255,73,5
243400,三重県,三重郡,3042,3518,3551,3693,3747,3638,3856,4256,5163,5935,4731,3804,3245,3551,3935,3421,2381,1475,695,181,26
243418,三重県,三重郡菰野町,1745,2063,1961,2186,2308,2012,2209,2474,2844,3472,2967,2472,2280,2429,2705,2332,1585,1007,505,126,15
243434,三重県,三重郡朝日町,552,695,858,721,452,475,582,762,1128,1146,667,461,357,435,516,465,345,197,80,25,2
243442,三重県,三重郡川越町,745,760,732,786,987,1151,1065,1020,1191,1317,1097,871,608,687,714,624,451,271,110,30,9
244406,三重県,多気郡,1737,1908,2107,2223,1940,1796,2243,2561,2889,3281,2778,2807,3088,3544,3552,2853,2278,1830,1098,283,38
244414,三重県,多気郡多気町,485,625,728,683,560,534,681,786,913,1013,859,897,955,1139,1059,847,766,547,340,92,11
244422,三重県,多気郡明和町,1000,1001,1046,1170,1042,957,1226,1381,1487,1759,1410,1371,1486,1620,1658,1298,950,752,423,87,15
244431,三重県,多気郡大台町,252,282,333,370,338,305,336,394,489,509,509,539,647,785,835,708,562,531,335,104,12
244601,三重県,度会郡*,1221,1468,1681,1949,1762,1533,1730,2035,2306,2773,2798,2872,2951,3579,3658,3490,2865,2142,1094,296,39
244619,三重県,度会郡玉城町,651,739,800,864,756,667,843,970,1030,1138,1038,946,865,1032,983,796,610,422,235,59,8
244708,三重県,度会郡度会町*,255,307,336,395,340,305,317,414,478,562,492,540,591,678,656,515,403,308,168,40,1
244716,三重県,度会郡大紀町,126,206,258,326,263,205,234,309,374,464,496,492,615,784,813,788,662,563,265,85,16
244724,三重県,度会郡南伊勢町,189,216,287,364,403,356,336,342,424,609,772,894,880,1085,1206,1391,1190,849,426,112,14
245402,三重県,北牟婁郡,301,406,523,637,614,439,504,598,739,991,989,1072,1078,1450,1420,1445,1068,829,436,156,16
245437,三重県,北牟婁郡紀北町,301,406,523,637,614,439,504,598,739,991,989,1072,1078,1450,1420,1445,1068,829,436,156,16
245607,三重県,南牟婁郡*,571,717,821,895,663,518,686,904,1110,1258,1160,1341,1342,1603,1740,1310,1096,863,431,157,15
245615,三重県,南牟婁郡御浜町*,216,294,368,403,280,195,266,360,459,540,533,620,592,710,754,602,521,417,219,74,9
245623,三重県,南牟婁郡紀宝町*,355,423,453,492,383,323,420,544,651,718,627,721,750,893,986,708,575,446,212,83,6
252018,滋賀県,大津市,14243,15970,16426,17406,17042,15800,17879,20576,23910,27923,23717,21932,20182,22252,23835,18387,12434,8522,4115,1076,188
252026,滋賀県,彦根市,4718,5328,5324,5882,6416,6031,6417,6964,8139,8911,7376,6773,6594,7058,6780,5601,4038,2766,1430,366,63
252034,滋賀県,長浜市,4509,5324,5640,6265,6306,5683,6254,6899,7953,8652,7514,7095,6871,7705,7615,6628,4885,3588,1877,555,74
252042,滋賀県,近江八幡市,3451,4046,4038,3891,3873,4025,4772,5266,5716,6176,5039,4646,4668,5669,5717,4503,3198,2046,994,301,57
252069,滋賀県,草津市,6377,7219,6726,6665,8338,7398,7854,9508,10744,11499,9212,7267,6320,7508,8026,6401,3974,2385,1128,327,50
252077,滋賀県,守山市,4105,4774,4976,4769,4197,4046,4916,5723,6657,7320,5399,4550,4105,4603,4848,3736,2432,1600,745,194,30
252085,滋賀県,栗東市,3880,3731,4062,4104,3689,4229,4695,4898,5886,6468,4806,3519,2982,3325,3706,2754,1719,1017,479,126,16
252093,滋賀県,甲賀市,3389,3948,4309,4735,4780,4511,4903,5328,6070,6783,5586,5665,5805,6147,6124,4672,3498,2663,1380,368,39
252107,滋賀県,野洲市,2305,2503,2553,2617,2662,2689,2843,3201,3819,4142,3223,2812,2755,3206,3576,2798,1787,1076,586,152,31
252115,滋賀県,湖南市,2305,2561,2548,2916,3139,3083,3564,3629,3883,4287,3515,3252,3389,3794,3658,2606,1583,963,464,129,21
252123,滋賀県,高島市,1443,1743,1979,2219,2223,2006,2154,2364,2724,3160,2925,3170,3424,3889,3780,3216,2464,1939,1042,290,49
252131,滋賀県,東近江市,4638,5403,5607,5968,6290,5930,6350,7148,8027,8385,7269,6737,6742,7718,7347,5661,3983,3026,1584,426,77
252140,滋賀県,米原市,1482,1761,1750,2045,1965,1755,2121,2248,2437,2647,2473,2530,2463,2563,2452,2251,1723,1354,685,200,32
253804,滋賀県,蒲生郡,1205,1508,1558,1646,1822,1655,1765,2060,2137,2159,1932,2111,2209,2501,2333,1727,1328,1067,556,154,23
253839,滋賀県,蒲生郡日野町,811,935,954,1006,1060,1094,1149,1313,1373,1408,1242,1359,1380,1580,1494,1161,896,758,394,111,15
253847,滋賀県,蒲生郡竜王町,394,573,604,640,762,561,616,747,764,751,690,752,829,921,839,566,432,309,162,43,8
254207,滋賀県,愛知郡,1014,1272,1254,1217,1144,1113,1281,1511,1618,1624,1262,1152,1097,1196,1168,897,643,507,243,76,15
254258,滋賀県,愛知郡愛荘町,1014,1272,1254,1217,1144,1113,1281,1511,1618,1624,1262,1152,1097,1196,1168,897,643,507,243,76,15
254401,滋賀県,犬上郡*,904,1008,1056,1120,977,970,1100,1265,1379,1516,1232,1189,1412,1660,1621,1294,913,700,394,118,23
254410,滋賀県,犬上郡豊郷町,316,405,395,404,336,360,388,477,515,564,400,376,494,493,497,391,212,200,97,38,6
254428,滋賀県,犬上郡甲良町,220,270,309,369,331,297,310,353,417,485,406,419,463,552,548,448,321,233,120,25,7
254436,滋賀県,犬上郡多賀町*,368,333,352,347,310,313,402,435,447,467,426,394,455,615,576,455,380,267,177,55,10
261009,京都府,京都市,50620,53701,55563,62556,83690,78410,77907,84127,96740,112317,98504,85199,75145,85812,101064,83180,59903,40048,18747,5503,966
261017,京都府,京都市北区,3624,4163,4472,5104,7018,5030,4889,5778,7073,8474,7794,7257,6383,6992,8176,6655,5087,3750,1827,611,96
261025,京都府,京都市上京区,2257,2651,2755,3235,5781,4481,4030,4424,5132,5769,5130,4585,3925,4361,5128,4553,3633,2697,1371,436,76
261033,京都府,京都市左京区,5436,6165,6144,6717,11106,8357,7900,8742,10270,11470,10308,9156,8467,9524,11215,8988,6716,4840,2458,763,145
261041,京都府,京都市中京区,3914,3999,3860,4137,5937,6657,6894,7398,8093,8779,7628,6492,5429,5682,6611,5320,4146,3091,1446,435,79
261050,京都府,京都市東山区,872,954,1007,1214,2028,1968,1914,2036,2248,2426,2258,2053,1954,2176,2861,2379,1888,1498,740,235,44
261068,京都府,京都市下京区,2849,2701,2470,2684,4578,5782,5966,5854,6144,6310,5213,4307,3794,3736,4547,3741,2952,2151,1028,288,60
261076,京都府,京都市南区,4165,3803,3779,3986,5532,6688,6917,6649,6968,7663,6813,6080,5196,6142,6850,5330,3814,2419,1079,287,42
261084,京都府,京都市右京区,7131,7548,7755,8774,10581,10327,10574,11365,13385,15861,13803,12219,10506,11834,13819,11989,8799,5552,2491,755,122
261092,京都府,京都市伏見区,9819,10420,11462,13304,16045,14816,14463,15967,18643,22440,19514,16423,14613,17772,20444,16497,11208,7062,3105,817,148
261106,京都府,京都市山科区,4486,4890,5105,5933,6884,6552,6529,7219,8831,10918,9382,7679,6631,8325,10610,8958,5786,3455,1533,427,75
261114,京都府,京都市西京区,6067,6407,6754,7468,8200,7752,7831,8695,9953,12207,10661,8948,8247,9268,10803,8770,5874,3533,1669,449,79
262013,京都府,福知山市,3353,3520,3543,3785,3784,3558,4205,4355,5083,5617,4703,4516,4624,5015,5693,4358,3295,2662,1553,423,82
262021,京都府,舞鶴市,3053,3438,3734,4372,4252,3569,3778,4372,5382,6109,4919,4703,4565,5378,6561,5090,3859,2790,1509,448,82
262030,京都府,綾部市,1054,1168,1380,1537,1387,1174,1460,1507,1968,2338,1926,1828,2086,2541,2838,2360,1902,1561,906,250,41
262048,京都府,宇治市,6336,7760,8917,9628,9731,8165,8571,9878,12800,15896,13165,10958,10033,12295,14615,11889,7861,4705,2036,556,83
262056,京都府,宮津市,443,578,671,708,599,561,605,763,884,1144,971,1142,1281,1538,1674,1360,1144,963,522,150,32
262064,京都府,亀岡市,3136,3853,4106,4410,4470,3761,4316,5053,5897,6556,5644,5394,5723,6818,7080,5310,3379,2163,1046,303,44
262072,京都府,城陽市,2581,2974,3254,3557,3413,3030,3431,4091,5234,6148,4802,4069,4044,5657,7284,5927,3408,1970,878,246,41
262081,京都府,向日市,2714,2620,2679,2791,2582,2489,3210,3566,4325,5048,4036,3232,2898,3377,4123,3530,2247,1331,573,131,28
262099,京都府,長岡京市,3497,3834,3963,3926,3865,3546,4196,5225,5950,7117,5707,4640,3938,4747,5752,4822,3234,1975,854,253,34
